1	1.73
2	1.65
3	1.59
4	1.70
5	1.88
6	1.99
7	1.89
8	1.77
9	1.76
10	1.70
11	1.88
12	1.63
13	1.63
14	2.28
15	3.71
16	3.73
17	3.01
18	3.31
19	3.77
20	3.41
21	2.99
22	2.56
23	2.12
24	2.35
25	2.05
26	1.75
27	1.88
28	1.56
29	1.87
30	1.49
31	1.54
32	1.51
33	1.49
34	1.41
35	1.26
36	1.13
37	1.27
38	1.30
39	1.11
40	1.14
41	0.960
42	0.970
43	0.830
44	0.900
45	0.830
46	0.980
47	1.16
48	1.33
49	1.34
50	1.39
51	1.44
52	1.29
53	1.31
54	1.37
55	1.43
56	1.41
57	1.56
58	1.41
59	1.51
60	1.53
61	1.59
62	1.90
63	2.36
64	2.31
65	2.33
66	2.83
67	3.17
68	3.53
69	3.18
70	2.86
71	2.68
72	2.41
73	2.42
74	2.14
75	2.08
76	1.81
77	1.73
78	1.45
79	1.39
80	1.47
81	1.81
82	1.97
83	2.25
84	1.95
85	2.05
86	1.90
87	1.79
88	1.68
89	1.47
90	1.38
91	1.53
92	1.47
93	1.42
94	1.55
95	1.56
96	1.77
97	1.91
98	2.14
99	1.97
100	1.99
101	1.92
102	1.83
103	1.84
104	1.92
105	1.84
106	1.82
107	1.70
108	1.62
109	1.50
110	1.51
111	1.49
112	1.45
113	1.27
114	1.38
115	1.26
116	1.48
117	1.22
118	1.14
119	1.32
120	1.44
121	1.44
122	1.54
123	1.89
124	1.64
125	1.85
126	2.10
127	1.85
128	1.84
129	2.23
130	1.86
131	1.86
132	1.77
133	1.78
134	1.62
135	1.53
136	1.48
137	1.81
138	1.64
139	1.73
140	2.65
141	2.53
142	2.58
143	3.15
144	3.06
145	2.98
146	2.51
147	2.58
148	2.20
149	1.79
150	1.63
151	1.35
152	1.50
153	1.45
154	1.59
155	1.57
156	1.79
157	1.52
158	1.69
159	1.67
160	1.54
161	1.46
162	1.35
163	1.34
164	1.29
165	1.32
166	1.47
167	1.59
168	1.72
169	1.78
170	1.89
171	1.99
172	1.85
173	2.41
174	3.32
175	3.55
176	3.87
177	3.88
178	3.31
179	3.08
180	2.76
181	2.58
182	2.58
183	2.31
184	2.40
185	2.23
186	1.99
187	1.86
188	1.69
189	1.43
190	1.42
191	1.32
192	1.39
193	1.34
194	1.23
195	1.07
196	0.980
197	1.07
198	1.10
199	1.17
200	1.10
201	0.970
202	1.02
203	1.03
204	1.10
205	0.920
206	0.820
207	1.20
208	1.68
209	2.14
210	3.27
211	2.90
212	2.65
213	2.64
214	2.30
215	2.16
216	2.11
217	1.93
218	1.57
219	1.40
220	1.55
221	1.56
222	1.52
223	1.40
224	1.46
225	1.57
226	1.34
227	1.27
228	1.45
229	1.49
230	2.03
231	2.28
232	2.73
233	2.51
234	2.49
235	2.29
236	2.30
237	2.35
238	2.18
239	1.99
240	2.01
241	2.03
242	2.14
243	1.94
244	1.67
245	1.79
246	1.75
247	1.71
248	1.63
249	1.53
250	1.70
251	1.82
252	1.75
253	1.79
254	1.79
255	2.13
256	2.15
257	2.07
258	1.85
259	2.25
260	2
261	1.97
262	1.85
263	2.50
264	2.36
265	3.02
266	3.22
267	3.26
268	3.62
269	4.43
270	4.14
271	3.84
272	3.92
273	4.10
274	3.73
275	3.31
276	3.33
277	3.07
278	2.94
279	2.68
280	2.49
281	2.42
282	2.43
283	2.39
284	2.03
285	2.16666666666667
286	2.76
287	2.63
288	2.66
289	2.46
290	2.45
291	2.98
292	3.18
293	3.14
294	2.78
295	2.56
296	2.35
297	2.14
298	2.01
299	2.46
300	2.22
301	2.22
302	2.04
303	1.84
304	1.75
305	1.83
306	1.70
307	1.86
308	1.84
309	1.43
310	1.57
311	1.93
312	1.94
313	2.17
314	2.25
315	1.96
316	2.10
317	3.14
318	3.01
319	3.09
320	2.92
321	2.60
322	2.82
323	2.57
324	2.80
325	2.63
326	2.87
327	2.91
328	3.32
329	2.49
330	2.85
331	2.29
332	2.27
333	1.97
334	1.91
335	1.73
336	1.71
337	1.56
338	1.48
339	1.51
340	1.43
341	1.40
342	1.63
343	1.48
344	1.41
345	1.23
346	1.30
347	1.10
348	1.18
349	1.59
350	2.11
351	2.41
352	2.72
353	2.85
354	2.42
355	2.32
356	2.21
357	1.96
358	1.62
359	1.56
360	1.34
361	1.36
362	1.21
363	1.26
364	1.29
365	1.23
366	1.34
367	1.48
368	1.49
369	1.45
370	1.18
371	1.01
372	0.870
373	1.06
374	1.12
375	1.02
376	1.13
377	1.48
378	1.87
379	2.94
380	3.26
381	2.72
382	2.47
383	2.97
384	2.33
385	1.98
386	1.74
387	1.41
388	1.44
389	1.21
390	1.22
391	1.19
392	1.10
393	1.03
394	1.63
395	2.07
396	2.48
397	2.61
398	2.32
399	2.10
400	1.91
401	1.80
402	1.78
403	1.74
404	1.51
405	1.60
406	1.39
407	1.66
408	1.48
409	1.45
410	1.45
411	1.28
412	1.17
413	1.24
414	1.63
415	1.62
416	1.94
417	1.88
418	1.79
419	1.67
420	1.69
421	2.31
422	2.23
423	2.32
424	2.24
425	2.19
426	2.05
427	1.96
428	1.70
429	1.79
430	1.95
431	1.59
432	1.32
433	1.29
434	1.22
435	1.08
436	1.60
437	2.07
438	2.04
439	1.72
440	2.02
441	1.84
442	1.69
443	1.43
444	1.27
445	1.23
446	1.16
447	1.12
448	1.05
449	1.08
450	1.63
451	1.84
452	1.74
453	1.72
454	1.77
455	1.61
456	1.42
457	1.26
458	1.17
459	1.15
460	1.22
461	1.41
462	2.33
463	1.89
464	1.74
465	1.78
466	1.97
467	1.89
468	1.92
469	1.80
470	1.87
471	1.61
472	1.58
473	1.43
474	1.21
475	1.36
476	1.39
477	1.66
478	1.85
479	1.95
480	1.91
481	1.88
482	1.97
483	1.87
484	1.76
485	1.57
486	1.83
487	1.73
488	1.66
489	1.75
490	1.75
491	1.88
492	1.68
493	1.57
494	1.56
495	1.69
496	1.47
497	1.45
498	1.32
499	1.19
500	1.06
501	1.05
502	0.930
503	1.07
504	1.10
505	1.01
506	1.11
507	1.17
508	1.02
509	1.04
510	1.07
511	1
512	0.980
513	0.980
514	0.960
515	0.910
516	0.910
517	0.850
518	0.910
519	1.19
520	1.35
521	1.42
522	1.28
523	1.47
524	1.59
525	1.40
526	1.35
527	1.04
528	1.04
529	1.08
530	1.18
531	1.07
532	1.09
533	1.09
534	1.18
535	1.29
536	1.63
537	1.82
538	1.71
539	1.65
540	1.73
541	1.85
542	1.82
543	1.79
544	1.87
545	1.91
