1	1.13
2	0.990
3	0.880
4	0.990
5	0.780
6	0.900
7	0.750
8	0.680
9	0.800
10	1.20
11	1.72
12	1.85
13	2.34
14	2.76
15	2.38
16	2.16
17	1.62
18	1.61
19	1.96
20	1.60
21	1.87
22	1.74
23	1.73
24	2.58
25	2.28
26	2.60
27	2.55
28	2.99
29	3.47
30	4.01
31	4.33
32	4.39
33	4.53
34	5.38
35	5.21
36	4.88
37	3.82
38	3.73
39	3.51
40	2.85
41	2.44
42	2.39
43	2.23
44	2
45	2.36
46	2.22
47	2.13
48	2.73
49	3.54
50	3.68
51	4.74
52	3.89
53	3.68
54	3.04
55	2.71
56	2.29
57	2.06
58	2.07
59	1.88
60	1.63
61	1.56
62	1.42
63	1.32
64	1.09
65	1.08
66	1.28
67	1.44
68	1.33
69	1.52
70	2.20
71	2.27
72	2.68
73	2.16
74	2.01
75	1.62
76	1.49
77	1.99
78	1.99
79	1.68
80	1.58
81	1.61
82	1.49
83	1.60
84	2.14
85	2.45
86	1.94
87	2.07
88	2.23
89	2.49
90	2.85
91	5.17
92	5.43
93	3.98
94	3.97
95	3.32
96	2.98
97	2.67
98	2.01
99	2.05
100	1.90
101	2.03
102	2.12
103	2.39
104	3.41
105	3.81
106	3.32
107	3.60
108	4.22
109	3.70
110	2.91
111	2.60
112	2.10
113	2.34
114	2.36
115	2.58
116	2.61
117	2.37
118	1.85
119	1.79
120	1.42
121	1.35
122	1.24
123	1.09
124	1
125	0.980
126	0.870
127	0.970
128	1.14
129	1.21
130	1.05
131	1.14
132	1.22
133	1.16
134	1.35
135	1.17
136	1.26
137	1.44
138	1.58
139	2.14
140	1.79
141	1.82
142	1.45
143	1.36
144	1.17
145	1.10
146	1.54
147	1.55
148	1.51
149	1.72
150	1.83
151	1.62
152	1.71
153	1.74
154	2.22
155	3.82
156	3.08
157	2.95
158	3.88
159	3
160	2.69
161	2.55
162	2.09
163	2.08
164	2.14
165	2.35
166	2.69
167	2.44
168	2.15
169	1.91
170	1.80
171	2.77
172	3.39
173	2.93
174	2.86
175	2.43
176	2.45
177	1.97
178	1.65
179	1.36
180	1.28
181	1.62
182	2.91
183	3.11
184	3.26
185	3.14
186	3.72
187	3.75
188	2.90
189	2.94
190	2.41
191	2.08
192	1.90
193	1.29
194	1.32
195	1.23
196	1.08
197	1.31
198	1.81
199	1.85
200	2.15
201	2.39
202	2.79
203	6.08
204	7.13
205	5.52
206	4.04
207	3.29
208	2.62
209	3.13
210	3.85
211	3.78
212	4.22
213	3.31
214	2.73
215	2.74
216	2.53
217	2.34
218	2.22
219	1.74
220	2.03
221	1.97
222	1.78
223	1.64
224	1.79
225	2.31
226	2.15
227	1.83
228	1.93
229	1.87
230	2.11
231	1.88
232	1.81
233	1.41
234	1.14
235	0.960
236	0.840
237	0.850
238	1.22
239	1.62
240	1.99
241	1.96
242	4.33
243	4.38
244	3.49
245	3.22
246	2.64
247	2.21
248	1.61
249	2.54
250	2.63
251	2.90
252	2.87
253	3.35
254	3.28
255	2.92
256	2.74
257	2.81
258	2.22
259	2.11
260	1.99
261	2.12
262	2.62
263	2.07
264	2.02
265	1.96
266	1.91
267	2.28
268	2.30
269	2.12
270	3.06
271	3.40
272	3.37
273	2.86
274	2.73
275	2.65
276	2.20
277	2.40
278	2.51
279	2.53
280	3.10
281	2.17
282	2.30
283	2.59
284	3.02
285	2.46
286	2.52
287	2.28
288	2.08
289	1.68
290	1.74
291	1.74
292	1.50
293	1.52
294	1.29
295	1.39
296	1.17
297	1.43
298	1.44
299	1.46
300	1.45
301	1.26
302	1.23
303	1.30
304	1.31
305	1.43
306	1.52
307	1.61
308	1.42
309	1.22
310	1.01
311	0.910
312	1.05
313	1.10
314	1.61
315	2.32
316	2.51
317	2.69
318	2.79
319	2.40
320	2.15
321	2.17
322	1.81
323	1.83
324	2.80
325	2.88
326	2.11
327	1.82
328	1.77
329	2.30
330	2.33
331	3.67
332	4.65
333	3.87
334	3.75
335	3
336	3.08
337	2.45
338	2.33
339	2.28
340	1.95
341	1.95
342	1.71
343	1.54
344	2.32
345	2
346	2.04
347	1.64
348	1.67
349	1.67
350	1.64
351	1.89
352	1.67
353	1.53
354	1.32
355	1.34
356	1.20
357	1.28
358	2.14
359	2.49
360	3.36
361	2.62
362	2.12
363	2.77
364	4.01
365	3.49
366	4.42
367	3.93
368	3.41
369	3.34
370	4.24
371	3.28
372	3.75
373	3.58
374	2.80
375	2.06
376	1.74
377	1.26
378	1.56
379	2.14
380	1.96
381	2.39
382	2.87
383	2.67
384	2.30
385	2.23
386	2.17
387	2.03
388	1.56
389	1.23
390	0.950
391	1.03
392	1.06
393	1.07
394	1.08
395	1.42
396	1.82
397	2.17
398	2.29
399	2.51
400	2.81
401	2.22
402	1.99
403	1.66
404	1.58
405	1.43
406	1.33
407	1.34
408	1.26
409	1.33
410	1.43
411	1.52
412	1.50
413	1.48
414	1.42
415	1.47
416	1.34
417	1.34
418	1.18
419	1.01
420	1.28
421	1.41
422	1.42
423	1.70
424	2.07
425	1.82
426	1.76
427	1.58
428	1.83
429	2.10
430	2.09
431	1.85
432	1.77
433	1.45
434	1.43
435	1.34
436	1.52
437	1.46
438	1.51
439	1.58
440	1.42
441	1.33
442	1.33
443	1.34
444	1.30
445	1.39
446	1.46
447	1.68
448	2.68
449	2.52
450	2.26
451	2.57
452	2.19
453	2.22
454	2.15
455	1.85
456	1.67
457	1.46
458	1.35
459	1.44
460	1.35
461	1.32
462	1.32
463	1.37
464	1.55
465	1.44
466	1.61
467	1.64
468	1.72
469	1.39
470	1.54
471	1.55
472	1.49
473	1.45
474	1.61
475	1.87
476	2.17
477	2.19
478	2.14
479	2.02
480	1.92
481	1.59
482	1.36
483	1.72
484	1.65
485	1.51
486	1.90
487	1.84
488	1.72
489	1.72
490	1.76
491	2.11
492	1.96
493	2.38
494	2.53
495	1.95
496	1.82
497	1.64
498	1.44
499	1.29
500	2.30
501	2.65
502	2.39
503	2.51
504	2.21
505	1.81
506	1.81
507	1.97
508	1.51
509	1.62
510	2.03
511	1.81
512	1.45
513	1.47
514	1.57
515	1.35
516	1.34
517	1.62
518	2.08
519	2.79
520	3.25
521	3.97
522	4.09
523	3.60
524	2.94
525	2.72
526	2.83
527	3.66
528	3.95
529	3.88
530	3.21
531	3.34
532	3.12
533	2.57
534	2.44
535	2.41
536	2.11
537	1.66
538	1.42
539	1.27
540	1.20
541	1.14
542	1.17
543	1.16
544	1.35
545	1.24
546	1.53
547	1.81
548	1.73
549	1.68
550	1.59
551	1.60
552	1.32
553	1.30
554	1.26
555	1.14
556	1.08
557	0.990
558	1.08
559	1.03
560	0.920
561	0.940
562	1.03
563	1.04
564	0.930
565	1.01
566	0.870
567	0.870
568	1.09
569	1.16
570	1.09
571	1.17
572	1.03
573	1.03
574	1.12
575	1.13
576	1.05
577	1.13
578	1.26
579	1.24
580	1.38
581	1.29
582	1.13
583	1.11
584	1.27
585	1.16
586	1.15
587	1.25
588	1.41
589	1.60
590	1.59
591	1.60
592	1.40
593	1.51
594	1.50
595	1.55
596	1.56
597	1.84
598	1.92
599	1.94
600	1.90
601	1.67
602	1.53
603	1.56
604	1.47
605	1.28
606	1.11
607	1.21
608	1.15
609	1.22
610	0.970
611	1.05
612	1.10
613	0.980
614	0.980
615	0.990
616	0.860
617	0.840
618	0.760
619	1.20
620	1.33
621	1.44
622	1.25
623	1.26
624	1.31
625	1.08
626	1.46
627	1.08
628	1.03
629	1.33
630	1.58
631	1.32
632	1.34
633	1.55
634	1.29
635	1.34
636	1.31
637	1.07
638	1.06
639	0.940
640	0.670
641	0.620
642	0.490
643	0.630
644	0.600
645	0.620
646	0.590
647	0.530
648	0.670
649	0.910
650	1.43
651	1.72
652	1.76
653	1.21
654	1.60
655	1.40
656	1.24
657	0.910
658	0.840
659	1.14
660	1.58
661	1.15
662	0.940
663	1.06
664	1.03
665	1.01
666	1.02
667	1.01
668	0.990
669	0.900
670	1.32
671	1.17
672	0.950
673	0.870
674	0.850
675	0.850
676	0.760
677	0.760
678	0.860
679	0.930
680	1.08
681	1.28
682	1.83
683	1.94
684	1.87
685	1.70
686	1.67
687	1.77
688	1.86
689	2
690	1.67
691	1.40
692	1.20
693	1.17
694	1.03
695	0.820
696	0.730
697	0.870
698	0.830
699	0.870
700	0.920
701	1.06
702	0.920
703	0.950
704	0.900
705	0.850
706	0.990
707	0.850
708	0.910
709	0.800
710	0.940
711	0.930
712	0.900
713	0.890
714	0.920
715	0.860
716	0.850
717	0.850
718	1
719	0.950
720	1.09
721	1.23
722	1.12
723	1.17
724	1.20
725	1.39
726	1.26
727	1.40
